rank,total_deposits,bank_name,latitude,longitude,nearest_competitor_distance_km,branch_density_10km,state,city,log_deposits,log_nearest_distance,density_ratio,lat_lon_interaction,anomaly
2911,188235000.0,BOC Bank,9.7770636,80.1145717,250.4685509794118,0,Northern Province,Atchuvely,19.053201745507163,5.527317935913407,188235000.0,783.2852627976602,0
2912,188230000.0,First National Bank USA,40.5530732,-105.1183686,0.0,19,Colorado,Fort Collins,19.05317518261301,0.0,9411500.0,-4262.872896500381,0
2914,187927000.0,Marathon Bank,44.7928884,-89.7015273,15.617502527629265,0,Wisconsin,Mosinee,19.051564152835958,2.810456509040058,187927000.0,-4017.9905016584535,0
2915,187697000.0,United Bank and Trust Company,35.9933026,-79.9377766,9.002930112721259,1,North Carolina,Jamestown,19.050339523805224,2.3028780613467523,93848500.0,-2877.2245823349995,0
2916,187432000.0,United Citizens Bank & Trust Company,38.368023,-85.1803693,0.0,5,Kentucky,Eminence,19.048926676263882,0.0,31238666.666666668,-3268.2023684508936,0
2919,187350000.0,Central Bank and Trust,38.8328815,-104.8211974,3.794762486713217,6,Colorado,Colorado Springs,19.048489088541572,1.5675241735763998,26764285.714285713,-4070.509137322308,0
2921,187038000.0,Bank of Easton,42.0237785,-71.1429218,2.0509961372543755,1,Massachusetts,Easton,19.046822368077457,1.1154681396748571,93519000.0,-2989.694387566021,0
2922,186957000.0,Charter Bank,30.4810466,-87.2129943,0.0,3,Florida,Pensacola,19.046389207201866,0.0,46739250.0,-2658.3433433838345,0
2923,186758000.0,Citizens Bank & Trust Company,38.368023,-85.1803693,0.0,5,Kentucky,Eminence,19.045324224432942,0.0,31126333.333333332,-3268.2023684508936,0
2925,186687000.0,Global Bank,8.972505,-79.5596466,1025.2039564414542,0,Panamá Province,Ancón,19.04494398102106,6.933621793929642,186687000.0,-713.8493269167329,0
2926,186358000.0,Crossroads Bank,28.8341289,-96.958417,0.0,2,Texas,Victoria,19.04318011830458,0.0,62119333.333333336,-2795.7114937179513,0
2927,186312000.0,First State Bank,42.3312696,-83.0482988,0.0,35,Michigan,Detroit,19.042933251103104,0.0,5175333.333333333,-3515.539926324156,0
2930,185881000.0,The First Security Bank,34.9579157,-92.0089782,0.0,1,Arkansas,Cabot,19.0406172473613,0.0,92940500.0,-3216.442103558738,0
2931,185880000.0,Citizens State Bank,41.1394038,-96.0511266,0.0,20,Nebraska,,19.040611867560866,0.0,8851428.57142857,-3951.486082642321,0
2935,185796000.0,Bank of Milton,38.7241813,-85.3693964,15.24502704487022,0,Kentucky,Milton,19.040159860969222,2.7877868339316336,185796000.0,-3305.859983665167,0
2937,185730000.0,CornerStone Bank,33.862802,-84.4394842,0.0,7,Georgia,Atlanta,19.039804569547684,0.0,23216250.0,-2859.3575344467286,0
2939,185392000.0,Landmark Bank,38.9524552,-92.3387519,3.3021823084374,3,Missouri,Columbia,19.037983065612956,1.4591224075481446,46348000.0,-3596.8210966086654,0
2941,185235000.0,State Savings Bank,-6.1601899,106.8217132,0.0,3,,Special capital Region of Jakarta,19.037135852600716,0.0,46308750.0,-658.0420387553366,0
2942,185222000.0,National Bank & Trust,39.9467086,-75.1252378,1.9861639910749769,7,New Jersey,Camden,19.037065669017007,1.0939896175938735,23152750.0,-3001.005982902305,0
2943,185160000.0,Bank of Jamestown,36.9840209,-85.0632432,25.31293024378487,0,Kentucky,Jamestown,19.03673087952808,3.2700604626166574,185160000.0,-3145.9807643305826,0
2944,185052000.0,I3 Bank,50.8638806,-1.5948035,15.676772742651725,0,England,New Forest,19.03614743003168,2.8140168975544326,185052000.0,-81.11789480446211,0
2947,184648000.0,Eagle Bank,30.5315439,-97.6527949,0.0,3,Texas,Round Rock,19.033961873317434,0.0,46162000.0,-2981.490594447046,0
2949,184548000.0,Carson Bank,37.6862489,-97.2816676,0.18266835624239,4,Kansas,Wichita,19.033420155628704,0.167773204393527,36909600.0,-3666.181138580666,0
2950,184472000.0,Stafford Savings Bank,41.9663965,-72.3296219,22.369641957806795,0,,Stafford,19.033008253831174,3.1514378278431954,184472000.0,-3035.413591350484,0
2951,184469000.0,The Farmers State Bank,40.2554952,-103.623591,0.0,7,Colorado,Brush,19.032991991068382,0.0,23058625.0,-4171.418970107263,0
2954,183591000.0,The First National Bank of Groton,42.7049103,-76.4210594,26.916117629556727,0,New York,Village of Moravia,19.028221020788212,3.329204214842715,183591000.0,-3263.554486707972,0
2956,183250000.0,Gateway Commercial Bank,36.1985891,117.1295713,652.989083715227,0,Shandong,Taishan District,19.02636190418806,6.483090659750962,183250000.0,4239.9252229478525,1
2957,182946000.0,Madison County Community Bank,42.8242634,-75.5421007,39.73288784186497,0,New York,Village of Hamilton,19.024701590759324,3.707035821230486,182946000.0,-3235.0348181661248,0
2959,182824000.0,MCS Bank,40.7062709,-77.5908391,22.18039936040432,0,Pennsylvania,Armagh Township,19.0240345048646,3.1433070664260203,182824000.0,-3158.433715762912,0
2960,182620000.0,Natbank,26.0472254,-80.1590921,21.52887202155674,0,Florida,Hollywood,19.02291805462832,3.1147976875697334,182620000.0,-2087.9219397880593,0
2961,182470000.0,Catalyst Bank,53.3518258,-2.7336847,9.636284961867668,2,England,Widnes,19.02209633939307,2.3642712652245454,60823333.333333336,-145.84706990652526,0
2962,182385000.0,New Horizon Bank,37.5119493,-77.7724253,15.614972190253056,0,Virginia,,19.02163040086367,2.8103042280316424,182385000.0,-2917.395274791637,0
2963,182319000.0,Community Bank of Elmhurst,41.9008463,-87.9395949,7.7679293413945345,5,Illinois,Elmhurst,19.02126846350977,2.1711006714818715,30386500.0,-3684.743449589164,0
2964,182253000.0,The Citizens Bank,34.3717148,-89.4967153,0.0,8,Mississippi,Oxford,19.02090639510979,0.0,20250333.333333332,-3076.1555738283964,0
2965,181923000.0,Home State Bank,40.5867554,-105.0736902,0.0,19,Colorado,Fort Collins,19.019094084092533,0.0,9096150.0,-4264.600163122777,0
2970,181456000.0,Foundation Bank,34.9161627,33.6363974,34.729636422970536,0,Cyprus,Larnaca,19.016523763548225,3.57598049630402,181456000.0,1174.453924260257,0
2971,181428000.0,First Missouri Bank of SEMO,36.2414383,-90.0326426,35.85465556891596,0,Missouri,Kennett,19.016369444262168,3.606981949024823,181428000.0,-3262.9124617738516,0
2972,181379000.0,Horizon Financial Bank,12.0097748,79.8110254,114.6595149989926,0,Tamil Nadu,Auroville,19.016099328194795,4.750650659387307,181379000.0,958.51244161108,0
2973,181275000.0,Mission Bank,34.6795242,-118.1652063,0.0,1,California,Lancaster,19.01552577873841,0.0,90637500.0,-4097.913131478843,0
2974,181063000.0,Crossbridge Community Bank,45.4714144,-89.7290178,56.326583964085664,0,Wisconsin,Tomahawk,19.01435560049036,4.048764459658972,181063000.0,-4080.1053520887763,0
2978,180438000.0,The Bank of Jackson,35.6892404,-88.8611823,14.492199083221411,0,Tennessee,Jackson,19.01089779196826,2.740336612281362,180438000.0,-3171.388097332925,0
2980,180370000.0,FCNB Bank,39.4188194,-85.0130045,19.981158407231003,0,Indiana,Brookville,19.010520860190542,3.0436248162785207,180370000.0,-3351.112271036887,0
2982,180138000.0,The Bank of Charlotte County,37.0495043,-78.9440642,42.02716732603088,0,Virginia,Brookneal,19.009233787333685,3.761831714472842,180138000.0,-2924.8384460373763,0
2985,179828000.0,F & M Community Bank,43.670579,-92.0815283,8.890383342867162,1,Minnesota,Preston,19.007511402025546,2.291562905537355,89914000.0,-4021.2536560658855,0
2987,179675000.0,Scott State Bank,39.7112109,-88.8045428,33.93967500324483,0,Illinois,Dalton City,19.006660226884385,3.553623003095531,179675000.0,-3526.535928008876,0
2991,178945000.0,Farmers & Merchants State Bank,43.6711931,-92.9750545,22.183654551920597,0,Minnesota,Austin,19.00258905960869,3.143447485187839,178945000.0,-4060.3315585525243,0
2995,178585000.0,Idaho Trust Bank,43.6139557,-116.206533,0.5751802556062764,5,Idaho,Boise,19.00057524191703,0.45436971373290824,29764166.666666668,-5068.226582312587,0
2997,178266000.0,Triad Bank,36.0746143,-95.8896554,0.0,9,Oklahoma,Tulsa,18.99878738041077,0.0,17826600.0,-3459.1823339149123,0
2998,178104000.0,Bank of Commerce,49.2684086,-123.1548949,0.0,9,British Columbia,Vancouver,18.997878212914912,0.0,17810400.0,-6067.645683023256,0
3000,177891000.0,The Citizens Bank,34.3717148,-89.4967153,0.0,8,Mississippi,Oxford,18.996681566758532,0.0,19765666.666666668,-3076.1555738283964,0
3001,177678000.0,Blue Ridge Bank,37.5788832,-77.514167,0.0,11,Virginia,Richmond,18.99548348692435,0.0,14806500.0,-2912.8958280382944,0
3002,177550000.0,Halstead Bank,51.9454062,0.6388694,58.00090761261114,0,England,Halstead,18.99476282298559,4.077552827051994,177550000.0,33.18633049175028,0
3003,177490000.0,Farmers State Bank of Hamel,45.0406157,-93.5253561,3.926644605276462,2,Minnesota,Medina,18.99442483289865,1.5946581488872098,59163333.333333336,-4212.43962230575,0
3006,177129000.0,Home Loan State Bank,39.0685601,-108.5665002,0.9078539757233371,2,Colorado,Grand Junction,18.992388844287397,0.6459790374575626,59043000.0,-4241.536837910362,0
3007,177096000.0,Farmers State Bank,35.0916219,-92.4415866,0.0,23,Arkansas,Conway,18.992202522035104,0.0,7379000.0,-3243.9252048033063,0
3008,176950000.0,Iowa State Bank,41.5899482,-93.6086451,0.0,20,Iowa,Des Moines,18.99137777040706,0.0,8426190.476190476,-3893.178700781184,0
3012,176318000.0,Merchants and Planters Bank,33.63773,-96.60976,0.0,3,Texas,Sherman,18.987799746523358,0.0,44079500.0,-3249.7330222447995,0
3015,176015000.0,Buffalo Federal Bank,42.8870323,-78.8800828,0.6057334397524086,3,New York,Buffalo,18.98607978232485,0.4735806240105145,44003750.0,-3382.9326588702743,0
3018,175919000.0,Bank Irvine,33.698179,-117.739332,8.879235603493454,1,California,Irvine,18.985534225477057,2.290435140699249,87959500.0,-3967.6010850764287,0
3020,175605000.0,First Enterprise Bank,35.5116488,-97.6000486,6.464317896858426,7,Oklahoma,Oklahoma City,18.98374771825862,2.010134053321154,21950625.0,-3465.938648746132,0
3022,175244000.0,Commerce Bank,38.6276779,-90.1894157,0.0,9,Missouri,St. Louis,18.981689852194645,0.0,17524400.0,-3483.807699648803,0
3023,175243000.0,Mount Vernon Bank,32.1778344,-82.595175,17.703775147715525,0,Georgia,Mount Vernon,18.981684145848938,2.9287253830425852,175243000.0,-2657.73386338902,0
3024,175003000.0,Anthem Bank & Trust,30.6055535,-98.3705925,21.805381419838533,0,Texas,Granite Shoals,18.980313680312182,3.1269965352962616,175003000.0,-3010.6864315854486,0
3025,174947000.0,Citizens Bank,40.619286,-74.0325034,0.0,29,New York,New York,18.97999363459046,0.0,5831566.666666667,-3007.1474289005723,0
3026,174937000.0,Vidalia Federal Savings Bank,32.2154267,-82.4123485,17.703775147715525,0,Georgia,Vidalia,18.979936472788577,2.9287253830425852,174937000.0,-2654.9489722766048,0
3028,174691000.0,Bank Star,38.4849387,-90.7650617,11.764027797482145,0,Missouri,Pacific,18.97852926261555,2.5466308862169904,174691000.0,-3493.087835626218,0
3029,174528000.0,NorthStar Bank,38.8558345,-104.8763773,0.0,5,Colorado,Colorado Springs,18.977595750917136,0.0,29088000.0,-4075.059159328357,0
3032,174044000.0,Sanger Bank,33.364224,-97.1814727,15.160365284258342,0,Texas,Sanger,18.974818704520565,2.7825616570613847,174044000.0,-3242.384423812685,0
3033,173883000.0,Westside State Bank,41.1518794,-95.9155367,11.437941330870297,0,Nebraska,Bellevue,18.973893222965145,2.5207515857442417,173883000.0,-3947.104598864674,0
3035,173654000.0,New Market Bank,44.6581769,-93.2545369,6.16424575238021,1,Minnesota,Lakeville,18.972575377487832,1.9691027874041027,86827000.0,-4164.5776056077775,0
3037,173543000.0,Bank of Anguilla,18.1879687,-63.1144341,195.07339268599912,0,,Long Bay Village,18.971935971023246,5.278489041620271,173543000.0,-1147.9233519290126,0
3038,173314000.0,Keen Bank,54.2794363,-2.8806497,59.80485659647199,0,England,,18.970615541959095,4.107669664013472,173314000.0,-156.36004189376413,0
3040,173136000.0,Merchants State Bank,43.2831893,-97.0899857,29.05616516498949,0,South Dakota,Hurley,18.969587976569372,3.403067803498434,173136000.0,-4202.364230187392,0
3041,173042000.0,Keystone Savings Bank,42.180454,-91.7753206,17.480088128970177,0,Iowa,Center Point,18.969044903342496,2.9166938350858347,173042000.0,-3871.1246889035524,0
3042,173006000.0,United Farmers State Bank,43.7112929,-92.7047761,22.183654551920597,0,Minnesota,Dexter,18.968836839721714,3.143447485187839,173006000.0,-4052.2456213360197,0
3044,172506000.0,First Federal Savings Bank of Champaign Urbana,40.1131342,-88.2796583,3.0689758872539383,2,Illinois,Champaign,18.965942582236384,1.4033913430383516,57502000.0,-3541.1737805180433,0
3046,172214000.0,Highlands Community Bank,37.7700626,-79.9906246,40.67866587325623,0,Virginia,Covington,18.96424845327291,3.729989388133784,172214000.0,-3021.2508985551003,0
3048,171853000.0,Commercial Bank,31.9921737,-102.0989637,0.0,10,Texas,Midland,18.962150024011336,0.0,15623000.0,-3266.3677812803944,0
3050,171755000.0,Dearborn Federal Savings Bank,42.3044592,-83.2497512,16.829536700977936,0,Michigan,Dearborn,18.961579606546746,2.8808564472961704,171755000.0,-3521.835703050551,0
3051,171750000.0,Oklahoma Bank and Trust Company,35.6949735,-97.0634136,36.95505652418226,0,Oklahoma,Wellston,18.96155049488915,3.6364027367096794,171750000.0,-3464.67597627154,0
3052,171629000.0,New Republic Bank,38.1620978,-85.7786797,10.038044522824904,0,Kentucky,Louisville,18.960845734235157,2.401347898604473,171629000.0,-3273.4943638662744,0
3054,171525000.0,First Community Bank and Trust,28.5405565,-81.3792466,0.0,3,Florida,Orlando,18.960239592371284,0.0,42881250.0,-2322.608985514733,0
3055,171458000.0,State Savings Bank,-6.1601899,106.8217132,0.0,3,,Special capital Region of Jakarta,18.959848902451014,0.0,42864500.0,-658.0420387553366,0
3056,171197000.0,United Republic Bank,41.2580181,-96.1968878,2.49132791484002,6,Nebraska,Omaha,18.958325503995116,1.2502821552040273,24456714.285714287,-3968.8929380160694,0
3057,170946000.0,Nebraska Bank of Commerce,40.8155419,-96.7009331,0.5369403424467911,9,Nebraska,Lincoln,18.956858280971055,0.42979364952001026,17094600.0,-3946.9009867121467,0
3059,170857000.0,High Plains Bank,40.1692678,-105.1007313,0.0,3,Colorado,Longmont,18.956337513151635,0.0,42714250.0,-4221.819421565542,0
3060,170795000.0,Valley Bank of Ronan,47.5221319,-114.0978138,72.56816749600117,0,Montana,Ronan,18.95597457074054,4.298212425328956,170795000.0,-5422.17135690524,0
3063,170226000.0,Citizens State Bank,41.1394038,-96.0511266,0.0,20,Nebraska,,18.952637529768356,0.0,8106000.0,-3951.486082642321,0
3064,170185000.0,Chelsea Savings Bank,41.9261554,-92.3942302,43.3443578594739,0,Iowa,Chelsea,18.952396644485816,3.7919854821614765,170185000.0,-3873.734853428573,0
3065,170103000.0,BankSouth,30.8721299,-83.2876237,0.0,7,Georgia,Valdosta,18.95191469977366,0.0,21262875.0,-2571.2663379287187,0
3066,169959000.0,Community State Bank,41.6272898,-93.5998944,0.0,21,Iowa,Des Moines,18.95106779534,0.0,7725409.090909091,-3896.309929438197,0
3067,169792000.0,Savannah Bank,17.187898,-88.81496,20.923404722128996,0,Cayo District,,18.95008472236911,3.0875547749327934,169792000.0,-1526.5424733540801,0
3068,169436000.0,Town & Country Bank,37.9593759,-91.7694969,0.0,3,Missouri,Rolla,18.947985838264067,0.0,42359000.0,-3483.512828980984,0
3072,168650000.0,Union Savings Bank,39.9046481,-86.0677277,0.0,5,Indiana,Indianapolis,18.943336125401373,0.0,28108333.333333332,-3434.502386635123,0
3074,168471000.0,Bank of the Southwest,33.4369304,-104.5225795,4.696344001885009,1,New Mexico,Roswell,18.942274192055425,1.739824565875418,84235500.0,-3494.9142159699672,0
3075,168325000.0,State Bank & Trust Co.,33.9323833,-87.8315085,0.0,1,Alabama,Winfield,18.941407198336506,0.0,84162500.0,-2980.3324122392078,0
3076,167996000.0,Liberty Bank,41.9244199,-87.7004267,0.0,22,Illinois,Chicago,18.939450733512796,0.0,7304173.9130434785,-3676.7895143799706,0
3079,167692000.0,Badger Bank,53.0600022,0.1647631,17.93369971480701,0,England,East Lindsey,18.937639527385116,2.9409433880059384,167692000.0,8.74233044847882,0
3080,167550000.0,Bank of Richmondville,42.6342755,-74.5634577,49.03701891336676,0,New York,,18.93679237811596,3.9127631097506987,167550000.0,-3178.9589978143963,0
3082,167466000.0,First State Bank of Odem,27.7792823,-97.6594112,26.310952785877653,0,Texas,Robstown,18.936290909521873,3.307287822679233,167466000.0,-2712.908352976581,0
3083,167323000.0,Citizens Bank & Trust Company,38.368023,-85.1803693,0.0,5,Kentucky,Eminence,18.935436640069515,0.0,27887166.666666668,-3268.2023684508936,0
3087,166311000.0,Southern Hills Community Bank,38.7315208,-83.8360417,58.59777484000615,0,Ohio,Ripley,18.929370093508613,4.087618238475113,166311000.0,-3247.097392893217,0
3088,166210000.0,Farmers State Bank,35.0916219,-92.4415866,0.0,23,Arkansas,Conway,18.92876261306378,0.0,6925416.666666667,-3243.9252048033063,0
3091,165828000.0,Central Federal Savings and Loan Association,36.3178921,-82.3498782,0.0,5,Tennessee,Johnson City,18.926461670603967,0.0,27638000.0,-2990.7739909157426,0
3092,165807000.0,Farmers State Bank,35.0916219,-92.4415866,0.0,23,Arkansas,Conway,18.926335025346972,0.0,6908625.0,-3243.9252048033063,0
3094,165693000.0,Bank of Cave City,35.9401001,-91.5481269,78.40081879562483,0,Arkansas,Cave City,18.92564724251858,4.374508680487385,165693000.0,-3290.248844753503,0
3098,165126000.0,Magnolia State Bank,33.0800905,-83.226479,0.0,1,Georgia,Milledgeville,18.922219382862576,0.0,82563000.0,-2753.1394573163493,0
3099,165101000.0,Union State Bank,33.3915734,-86.7966417,0.0,7,Alabama,Hoover,18.922067971864102,0.0,20637625.0,-2898.2764321990503,0
3101,164407000.0,Peoples Bank,41.7272005,-87.5514381,0.0,19,Illinois,Chicago,18.91785562483778,0.0,8220350.0,-3653.276411662039,0
3102,164130000.0,First Security State Bank,31.774837,-97.8266593,0.0,1,Texas,Cranfills Gap,18.91616936080085,0.0,82065000.0,-3108.4261535120345,0
3104,163856000.0,Security Savings Bank,38.8843002,-94.672063,0.0,4,Kansas,Overland Park,18.914498557400275,0.0,32771200.0,-3681.256918245312,0
3105,163633000.0,Farmers State Bank,35.0916219,-92.4415866,0.0,23,Arkansas,Conway,18.913136679394572,0.0,6818041.666666667,-3243.9252048033063,0
3106,163589000.0,Citizens State Bank,41.1394038,-96.0511266,0.0,20,Nebraska,,18.91286774882147,0.0,7789952.380952381,-3951.486082642321,0
3108,163326000.0,Peoples State Bank,44.9583934,-89.6601737,0.0,8,Wisconsin,Wausau,18.911258767556433,0.0,18147333.333333332,-4030.9773615169333,0
3110,163162000.0,The Bank of Beaver City,36.8165999,-100.5193339,40.21933201279383,0,Oklahoma,Beaver,18.91025413637373,3.718907369916007,163162000.0,-3700.7800984108067,0
3112,162954000.0,First State Bank,42.3312696,-83.0482988,0.0,35,Michigan,Detroit,18.908978516490443,0.0,4526500.0,-3515.539926324156,0
3113,162576000.0,Bank of Commerce,49.2684086,-123.1548949,0.0,9,British Columbia,Vancouver,18.90665614885877,0.0,16257600.0,-6067.645683023256,0
3114,162421000.0,Bank of Alma,43.6047433,-84.0899964,15.645768925008865,0,Michigan,Williams Township,18.905702293833656,2.8121560655147597,162421000.0,-3666.7227071199245,0
3115,162364000.0,Community State Bank,41.6272898,-93.5998944,0.0,21,Iowa,Des Moines,18.905351292400496,0.0,7380181.818181818,-3896.309929438197,0
3116,162016000.0,Home Bank and Trust Company,41.9036116,-87.6679547,1.3452019874866992,16,Illinois,Chicago,18.903205659924,0.8523715335775874,9530352.94117647,-3673.6039235151943,0
3117,161983000.0,Currency Bank,30.4335202,-91.1158894,0.7276979104720924,3,Louisiana,Baton Rouge,18.903001955592135,0.5467898347703588,40495750.0,-2772.977260595866,0
3119,161935000.0,Union Bank and Trust Company,40.6844946,-76.1948316,0.0,1,Pennsylvania,Pottsville,18.902705584287947,0.0,80967500.0,-3099.9482147781096,0
3120,161934000.0,Elkton Bank & Trust Company,38.4069332,-78.6193576,16.814654370212264,0,Virginia,Elkton,18.902699408951662,2.8800213978149944,161934000.0,-3019.528415570112,0
3122,161861000.0,The Community Bank,39.942393,-82.0067333,0.0,2,Ohio,Zanesville,18.90224850636956,0.0,53953666.666666664,-3275.5451701147867,0
3125,161140000.0,York State Bank,40.8681115,-97.5926406,0.0710717581190537,1,Nebraska,York,18.89778411651911,0.06865979026601003,80570000.0,-3988.4269176202265,0
3126,161063000.0,Peoples Bank,41.7272005,-87.5514381,0.0,19,Illinois,Chicago,18.897306156965733,0.0,8053150.0,-3653.276411662039,0
3127,160944000.0,Victory Bank,34.0029425,-81.0388752,0.0,8,South Carolina,Columbia,18.896567042569597,0.0,17882666.666666668,-2755.5602136902767,0
3128,160917000.0,Adrian Bank,38.3976883,-94.351096,46.93079118765216,0,Missouri,Adrian,18.89639926828259,3.869758120184311,160917000.0,-3622.8639749713766,0
3130,160589000.0,Farmers Savings Bank,14.8665458,120.9976397,0.0,4,Bulacan,Santa Maria,18.894358870207565,0.0,32117800.0,1798.8169522919482,0
3132,160088000.0,Jersey State Bank,39.1093053,-90.3196283,26.30529988943638,0,Illinois,Jerseyville,18.891234228250102,3.3070808184933154,160088000.0,-3532.3379177672205,0
3134,159797000.0,Adams County Bank,39.7424343,-77.097502,37.24868886595474,0,Pennsylvania,Littlestown,18.88941482391133,3.644109281670785,159797000.0,-3064.042407929119,0
3135,159751000.0,Pine River State Bank,46.7324743,-93.95829,42.87903431866009,0,Minnesota,Emily,18.889126917242976,3.7814366278417126,159751000.0,-4390.903372696947,0
3137,159460000.0,The Farmers Bank,40.0351249,-85.9960907,0.0,4,Indiana,Noblesville,18.887303671309787,0.0,31892000.0,-3442.864232086228,0
3138,159311000.0,Progressive Ozark Bank,37.1432563,-92.2624298,76.49815639035963,0,Missouri,Mountain Grove,18.886368830876272,4.350254147564861,159311000.0,-3426.9270769221575,0
3139,159298000.0,Farmers State Bank & Trust Co.,30.1023791,-91.9963327,0.0,2,Louisiana,Youngsville,18.886287226151197,0.0,53099333.333333336,-2769.3084827451266,0
3140,159244000.0,First Security Bank - Sleepy Eye,44.2974515,-94.722596,20.81322091086577,0,Minnesota,Sleepy Eye,18.885948181377334,3.0825162497713725,159244000.0,-4195.969602264094,0
3141,159191000.0,The Tipton Latham Bank,38.6536397,-92.7950341,41.48100932829511,0,Missouri,Tipton,18.88561530339497,3.749057136733694,159191000.0,-3586.8658140506136,0
3144,158756000.0,First National Bank of Bosque County,31.9228163,-97.6566993,22.9883083482922,0,Texas,Meridian,18.882878996597416,3.1775665594962925,158756000.0,-3117.476872218239,0
3145,158377000.0,"First State Bank of Ben Wheeler, Texas",32.451206,-95.707783,45.37574220471805,0,Texas,,18.88048883109561,3.8367765252139354,158377000.0,-3105.832981936298,0
3146,158183000.0,Gulf Atlantic Bank,24.5607508,-81.778964,183.9258892861195,0,Florida,Key West,18.87926315493273,5.219955146363921,158183000.0,-2008.5527554861712,0
3149,157924000.0,Farmers Bank & Trust,33.46215,-94.0770434,74.73644288345393,0,Texas,Texarkana,18.877624468941473,4.327259456536517,157924000.0,-3148.0201378073098,0
3150,157879000.0,1st Advantage Bank,37.1188839,-76.4670226,27.898580073623368,0,Virginia,,18.877339481148326,3.363792461510775,157879000.0,-2838.3705340680763,0
3151,157770000.0,Fowler State Bank,40.7724599,-87.4385217,0.0,1,Indiana,Brook,18.876648840571978,0.0,78885000.0,-3565.08361972853,0
3152,157401000.0,Neighborhood National Bank,45.8775981,-93.2974532,0.0,1,Minnesota,Mora,18.874307253520747,0.0,78700500.0,-4280.2630616631595,0
3155,157066000.0,Peoples Bank,41.7272005,-87.5514381,0.0,19,Illinois,Chicago,18.872176663509112,0.0,7853300.0,-3653.276411662039,0
3156,156818000.0,North Alabama Bank,34.8009852,-86.9517092,20.961167503787745,0,Alabama,Athens,18.87059646158722,3.0892757802457775,156818000.0,-3026.005144983904,0
3157,156817000.0,Gateway Bank,44.9205782,-93.3293064,0.0,12,Minnesota,Edina,18.870590084747942,0.0,12062846.153846154,-4192.406406492961,0
3159,156708000.0,First State Bank,42.3312696,-83.0482988,0.0,35,Michigan,Detroit,18.86989476537184,0.0,4353000.0,-3515.539926324156,0
3160,156646000.0,Freeport State Bank,42.2798274,-89.6333031,19.105125577868257,0,Illinois,Freeport,18.86949904678894,3.000974786431111,156646000.0,-3789.6805843598854,0
3163,156217000.0,Farmers and Merchants Bank,40.4524013,-86.9101344,0.0,13,Indiana,West Lafayette,18.866756630676278,0.0,11158357.142857144,-3515.723633785735,0
3166,156069000.0,Lakeview Bank,44.7132972,-93.2628516,6.16424575238021,1,Minnesota,Lakeville,18.86580878152433,1.9691027874041027,78034500.0,-4170.089601310296,0
3167,155855000.0,Citizens Savings Bank,40.7161162,-73.996551,0.0,36,New York,New York,18.864436652209474,0.0,4212297.297297297,-3012.8521689152262,0
3169,155762000.0,NEW FRONTIER BANK,38.820123,-90.5154136,6.866310184290035,1,Missouri,Saint Charles,18.86383976563291,2.0625891067803224,77881000.0,-3513.819489347873,0
3170,155494000.0,South Central State Bank,40.2979787,-98.7320783,28.861229014773613,0,Nebraska,Campbell,18.86211771006125,3.396560950499579,155494000.0,-3978.7031883401323,0
3172,155342000.0,Farmers and Miners Bank,37.1499001,-82.4653585,23.281004162587404,0,Virginia,Clintwood,18.86113970229421,3.189694322938542,155342000.0,-3063.579829985686,0
3175,154592000.0,Fidelity Bank,34.9547207,-81.9344627,0.0,3,South Carolina,Spartanburg,18.85629995280491,0.0,38648000.0,-2863.996259383068,0
3176,154512000.0,ESB Bank,40.6983597,-80.122835,16.000823152559516,0,Pennsylvania,Cranberry Township,18.855782327660826,2.833261763622765,154512000.0,-3260.867959013749,0
3177,154403000.0,Mount Vernon Bank and Trust Company,34.9426053,-82.2534909,2.6083831357136504,1,South Carolina,Greer,18.855076631894562,1.28325978717055,77201500.0,-2874.1512670658417,0
3180,154087000.0,GenuBank,36.0648197,-115.2766673,16.46551019203235,0,Nevada,Las Vegas,18.85302794241694,2.860228090087056,154087000.0,-4157.432221791386,0
3182,154039000.0,Greater State Bank,17.396334,78.4236316,6.120422225751521,1,Telangana,Hyderabad,18.852716381561468,1.9629670250352234,77019500.0,1364.2836888065542,0
3185,153614000.0,UNB Bank,40.7971284,-76.4129638,22.239322745026183,0,Pennsylvania,Mount Carmel,18.849953526867473,3.1458457897787957,153614000.0,-3117.4294955731516,0
3188,153538000.0,Capitol National Bank,42.7229899,-84.4350392,59.44937657812518,0,Michigan,Okemos,18.84945865787065,4.101806263990669,153538000.0,-3607.3173269477043,0
3192,152671000.0,Peoples Savings Bank,41.9742454,-91.6721086,0.0,11,Iowa,Cedar Rapids,18.843795843837032,0.0,12722583.333333334,-3847.8675827118504,0
3193,152564000.0,Americana Community Bank,45.1269645,-93.4904498,9.82894252924778,2,Minnesota,Maple Grove,18.843094744659794,2.382222413516801,50854666.666666664,-4218.9402092136315,0
3194,151806000.0,Commerce Bank & Trust,33.2509477,-95.8979697,58.52480713434039,0,Texas,Commerce,18.83811395442374,4.086393152289397,151806000.0,-3188.6983750308846,0
3195,151577000.0,Farmers Trust & Savings Bank,41.6613413,-92.0105587,0.0,4,Iowa,Williamsburg,18.836604311220384,0.0,30315400.0,-3833.2832892043843,0
3197,151402000.0,Community Bank,43.4769365,-75.3198885,0.0,10,New York,Village of Boonville,18.835449115524934,0.0,13763818.181818182,-3274.6780095015806,0
